offensive_binary_label	tweet_id	agreement_level	annotation	domain	split
0	1280466192440807426	A++	N++	Covid-19	notused
0	1273973155653210117	A+	N+	Covid-19	notused
1	1288309204713902082	A0	O0	Covid-19	notused
0	1304619043161169920	A++	N++	Covid-19	notused
1	1306895494468251648	A0	O0	Covid-19	notused
0	1233990434021617664	A++	N++	Covid-19	notused
0	1288178455591321600	A0	N0	Covid-19	notused
0	1254380269232181248	A++	N++	Covid-19	notused
0	1303075498180960257	A+	N+	Covid-19	notused
0	1265844475944939520	A+	N+	Covid-19	notused
1	1303890315556904962	A0	O0	Covid-19	notused
0	1277501445345067009	A++	N++	Covid-19	notused
0	1295832856539930626	A++	N++	Covid-19	notused
0	1303322314851966976	A++	N++	Covid-19	notused
1	1279301662335741953	A+	O+	Covid-19	notused
0	1323427498357481472	A+	N+	Covid-19	notused
0	1321894473123745798	A0	N0	Covid-19	notused
0	1271568882495639552	A+	N+	Covid-19	notused
1	1274394681921679360	A0	O0	Covid-19	notused
1	1322573442151972864	A+	O+	Covid-19	notused
0	1275058258718240770	A++	N++	Covid-19	notused
1	1302870468056285184	A0	O0	Covid-19	notused
0	1311498214529523712	A0	N0	Covid-19	notused
1	1251742387124273153	A0	O0	Covid-19	notused
0	1281321697711456261	A+	N+	Covid-19	notused
0	1278662396349997063	A++	N++	Covid-19	notused
0	1263059344091906049	A++	N++	Covid-19	notused
0	1228150163031691264	A+	N+	Covid-19	notused
0	1244415344254607362	A++	N++	Covid-19	notused
0	1276267924123258880	A++	N++	Covid-19	notused
0	1291765109610741762	A++	N++	Covid-19	notused
1	1275790639913816066	A0	O0	Covid-19	notused
0	1255019715237253120	A++	N++	Covid-19	notused
0	1254160763540791297	A++	N++	Covid-19	notused
0	1248237339534594049	A+	N+	Covid-19	notused
1	1314012257936908288	A0	O0	Covid-19	notused
1	1282545590753206275	A+	O+	Covid-19	notused
1	1283722843713417216	A+	O+	Covid-19	notused
0	1241509886653018113	A++	N++	Covid-19	notused
0	1276493341497139200	A++	N++	Covid-19	notused
0	1249704692847951874	A+	N+	Covid-19	notused
1	1250752597184647169	A+	O+	Covid-19	notused
0	1278420593495486464	A0	N0	Covid-19	notused
1	1297271226411278336	A+	O+	Covid-19	notused
0	1261830447597785094	A+	N+	Covid-19	notused
0	1291525899410640896	A++	N++	Covid-19	notused
1	1276167781927583745	A0	O0	Covid-19	notused
1	1269281583187492864	A+	O+	Covid-19	notused
0	1298224041812271109	A++	N++	Covid-19	notused
1	1277252230421282818	A0	O0	Covid-19	notused
1	1305287549053816832	A0	O0	Covid-19	notused
0	1282680335684128768	A0	N0	Covid-19	notused
1	1256683671869894662	A+	O+	Covid-19	notused
1	1246186971464114177	A+	O+	Covid-19	notused
1	1296132994890002433	A0	O0	Covid-19	notused
0	1273409611803000832	A++	N++	Covid-19	notused
1	1278673342430613505	A0	O0	Covid-19	notused
0	1273739694715686922	A++	N++	Covid-19	notused
0	1278365240577724417	A++	N++	Covid-19	notused
0	1260482755898544128	A0	N0	Covid-19	notused
1	1263818546804592641	A0	O0	Covid-19	notused
0	1271572055612444677	A0	N0	Covid-19	notused
1	1257081674766127106	A+	O+	Covid-19	notused
1	1312486595845517312	A+	O+	Covid-19	notused
0	1235833024912056320	A++	N++	Covid-19	notused
0	1236010954720243713	A+	N+	Covid-19	notused
0	1313577513180893192	A+	N+	Covid-19	notused
0	1239741785670406144	A+	N+	Covid-19	notused
1	1294268947601272835	A0	O0	Covid-19	notused
0	1305161592255000576	A++	N++	Covid-19	notused
1	1265501782010146820	A+	O+	Covid-19	notused
1	1280300232752979968	A0	O0	Covid-19	notused
0	1242208787647225857	A++	N++	Covid-19	notused
0	1251170627551145984	A0	N0	Covid-19	notused
0	1311117079848849408	A0	N0	Covid-19	notused
1	1257774873058988034	A+	O+	Covid-19	notused
0	1323080214679728128	A0	N0	Covid-19	notused
0	1277643497093255168	A+	N+	Covid-19	notused
0	1269442919729004545	A0	N0	Covid-19	notused
0	1237569106594779137	A+	N+	Covid-19	notused
0	1294050493015064578	A++	N++	Covid-19	notused
1	1307167951582240771	A+	O+	Covid-19	notused
0	1250042011106906113	A0	N0	Covid-19	notused
0	1258659898730196994	A+	N+	Covid-19	notused
0	1248749759004901376	A0	N0	Covid-19	notused
0	1283093098642333698	A0	N0	Covid-19	notused
1	1266134725737041923	A+	O+	Covid-19	notused
0	1277925080824049664	A++	N++	Covid-19	notused
0	1274466679217631234	A+	N+	Covid-19	notused
0	1235359362966794242	A++	N++	Covid-19	notused
0	1252637089272926208	A++	N++	Covid-19	notused
0	1256309161911959552	A0	N0	Covid-19	notused
1	1291837644926746629	A+	O+	Covid-19	notused
0	1280833919034765313	A0	N0	Covid-19	notused
0	1284233755620569088	A++	N++	Covid-19	notused
1	1309704953372405760	A+	O+	Covid-19	notused
0	1322218348768337921	A++	N++	Covid-19	notused
0	1246781275719024645	A++	N++	Covid-19	notused
0	1242966098330431493	A++	N++	Covid-19	notused
0	1280245052560662528	A++	N++	Covid-19	notused
0	1264243781559136256	A0	N0	Covid-19	notused
0	1253458019645456386	A++	N++	Covid-19	notused
1	1303020235960721408	A+	O+	Covid-19	notused
0	1255582137153028097	A++	N++	Covid-19	notused
0	1322569958669217792	A0	N0	Covid-19	notused
1	1320789014471913473	A+	O+	Covid-19	notused
0	1312578585157230594	A++	N++	Covid-19	notused
0	1270758969687134209	A++	N++	Covid-19	notused
1	1234667643870728192	A+	O+	Covid-19	notused
0	1314638547647787010	A++	N++	Covid-19	notused
1	1290729912383528968	A+	O+	Covid-19	notused
1	1253392081650954240	A0	O0	Covid-19	notused
0	1262503179868086273	A++	N++	Covid-19	notused
0	1313166764834918400	A0	N0	Covid-19	notused
0	1317105520268902400	A+	N+	Covid-19	notused
0	1288297571912474624	A+	N+	Covid-19	notused
1	1321405160380342276	A+	O+	Covid-19	notused
0	1272045335045693443	A+	N+	Covid-19	notused
0	1264151577339719680	A+	N+	Covid-19	notused
0	1304817063509274624	A++	N++	Covid-19	notused
1	1311377266086207489	A0	O0	Covid-19	notused
0	1273069088638722048	A+	N+	Covid-19	notused
1	1303157508987478016	A+	O+	Covid-19	notused
1	1298316600144166912	A0	O0	Covid-19	notused
1	1241057878909358086	A+	O+	Covid-19	notused
1	1253845384591441920	A+	O+	Covid-19	notused
0	1292938668584374272	A++	N++	Covid-19	notused
1	1286312360311848962	A0	O0	Covid-19	notused
1	1253101290038714370	A0	O0	Covid-19	notused
0	1297878153222815744	A++	N++	Covid-19	notused
0	1321441633494274048	A0	N0	Covid-19	notused
0	1318897820800372736	A0	N0	Covid-19	notused
1	1311427424203214848	A0	O0	Covid-19	notused
0	1242389503194652672	A+	N+	Covid-19	notused
1	1267858160569602048	A0	O0	Covid-19	notused
0	1268530008802369536	A0	N0	Covid-19	notused
0	1316153159216136194	A0	N0	Covid-19	notused
0	1278415772977635330	A0	N0	Covid-19	notused
1	1271901950397820935	A0	O0	Covid-19	notused
1	1318564401985847296	A0	O0	Covid-19	notused
0	1279667006124568576	A0	N0	Covid-19	notused
0	1320036129119326209	A++	N++	Covid-19	notused
0	1235359810608148481	A+	N+	Covid-19	notused
0	1274265203887267841	A+	N+	Covid-19	notused
0	1235258998384930822	A0	N0	Covid-19	notused
0	1313503722316664840	A++	N++	Covid-19	notused
0	1241836703855378435	A0	N0	Covid-19	notused
0	1238134322583834624	A++	N++	Covid-19	notused
0	1312761982236459008	A+	N+	Covid-19	notused
0	1235246503536533507	A+	N+	Covid-19	notused
0	1239659107763785729	A0	N0	Covid-19	notused
1	1318914549056196612	A0	O0	Covid-19	notused
0	1298795804015177735	A++	N++	Covid-19	notused
0	1249896527465758721	A0	N0	Covid-19	notused
0	1258025312094314500	A+	N+	Covid-19	notused
0	1240026046734520332	A++	N++	Covid-19	notused
0	1317769974115696640	A++	N++	Covid-19	notused
0	1294769174657544192	A+	N+	Covid-19	notused
0	1324823842506854405	A0	N0	Covid-19	notused
1	1319680835675656194	A0	O0	Covid-19	notused
0	1258860175760465922	A++	N++	Covid-19	notused
0	1296117093792874496	A++	N++	Covid-19	notused
0	1321439791347458051	A++	N++	Covid-19	notused
0	1310111912227565568	A++	N++	Covid-19	notused
0	1240811536328916993	A+	N+	Covid-19	notused
0	1313367824807522304	A0	N0	Covid-19	notused
0	1305566269438136322	A++	N++	Covid-19	notused
0	1253041950355324929	A0	N0	Covid-19	notused
0	1246727772598423557	A+	N+	Covid-19	notused
0	1284912078650826754	A++	N++	Covid-19	notused
0	1291766947709845510	A+	N+	Covid-19	notused
0	1292113173429006337	A++	N++	Covid-19	notused
0	1278026614362771456	A++	N++	Covid-19	notused
1	1312282438958280704	A+	O+	Covid-19	notused
0	1280809270414585857	A0	N0	Covid-19	notused
1	1320084186666049537	A+	O+	Covid-19	notused
0	1247896217897426953	A+	N+	Covid-19	notused
0	1269283621715705861	A0	N0	Covid-19	notused
0	1318990618840924161	A++	N++	Covid-19	notused
1	1266589243855388672	A+	O+	Covid-19	notused
0	1266279726236094467	A++	N++	Covid-19	notused
1	1296565478211686402	A0	O0	Covid-19	notused
0	1247652385968795648	A++	N++	Covid-19	notused
0	1324723375336431616	A0	N0	Covid-19	notused
0	1275155629896851458	A++	N++	Covid-19	notused
0	1232741001795555329	A++	N++	Covid-19	notused
1	1311883750683353088	A0	O0	Covid-19	notused
0	1237472575220879360	A0	N0	Covid-19	notused
0	1228707804174639105	A++	N++	Covid-19	notused
0	1288994266673483781	A0	N0	Covid-19	notused
0	1245133388102631424	A0	N0	Covid-19	notused
0	1299736451178016768	A++	N++	Covid-19	notused
0	1258344040350789633	A+	N+	Covid-19	notused
1	1288794095649992704	A+	O+	Covid-19	notused
0	1226408739206356998	A+	N+	Covid-19	notused
0	1261134084128079872	A0	N0	Covid-19	notused
0	1260094300165005313	A+	N+	Covid-19	notused
1	1320835739618365440	A0	O0	Covid-19	notused
0	1229657199154089984	A++	N++	Covid-19	notused
0	1261302992172732416	A+	N+	Covid-19	notused
1	1259344721601802243	A+	O+	Covid-19	notused
0	1252498981222899712	A+	N+	Covid-19	notused
1	1277617520535572480	A0	O0	Covid-19	notused
0	1236187495676522498	A+	N+	Covid-19	notused
0	1272715679020412929	A+	N+	Covid-19	notused
1	1289658825457324032	A+	O+	Covid-19	notused
0	1255977630555189248	A+	N+	Covid-19	notused
0	1238337519692980224	A+	N+	Covid-19	notused
0	1238637652250951681	A+	N+	Covid-19	notused
1	1309966378833768448	A+	O+	Covid-19	notused
0	1270274822774407175	A+	N+	Covid-19	notused
0	1264635183447318528	A+	N+	Covid-19	notused
1	1248437508913979393	A+	O+	Covid-19	notused
0	1308619146700009473	A+	N+	Covid-19	notused
0	1284399728952668160	A++	N++	Covid-19	notused
0	1250091507656187906	A0	N0	Covid-19	notused
1	1275187341791948800	A0	O0	Covid-19	notused
1	1316451518585942019	A0	O0	Covid-19	notused
1	1267299314495299586	A0	O0	Covid-19	notused
0	1247205105817931781	A+	N+	Covid-19	notused
0	1245492124981899264	A++	N++	Covid-19	notused
1	1298585074942738433	A+	O+	Covid-19	notused
0	1256522657794678785	A+	N+	Covid-19	notused
0	1323558024082976769	A0	N0	Covid-19	notused
0	1242027480157794304	A++	N++	Covid-19	notused
1	1236684587079794689	A+	O+	Covid-19	notused
1	1296278954538565633	A0	O0	Covid-19	notused
0	1276891832404803584	A+	N+	Covid-19	notused
0	1242645904852684802	A+	N+	Covid-19	notused
0	1320406920419823617	A+	N+	Covid-19	notused
0	1273304841448718336	A++	N++	Covid-19	notused
1	1242627974823845888	A0	O0	Covid-19	notused
0	1292986942829862912	A++	N++	Covid-19	notused
0	1238251507465826307	A++	N++	Covid-19	notused
0	1274536430719524867	A++	N++	Covid-19	notused
0	1272427171462524936	A+	N+	Covid-19	notused
0	1325460482245976064	A0	N0	Covid-19	notused
0	1249607154786619392	A++	N++	Covid-19	notused
0	1234985634227339264	A++	N++	Covid-19	notused
0	1305735921199800322	A++	N++	Covid-19	notused
0	1237523155247190017	A+	N+	Covid-19	notused
0	1277595959845945350	A+	N+	Covid-19	notused
0	1298278794118258689	A+	N+	Covid-19	notused
0	1236136064709869568	A++	N++	Covid-19	notused
1	1276200014809837569	A+	O+	Covid-19	notused
0	1322319187629539329	A0	N0	Covid-19	notused
1	1243949045518757888	A0	O0	Covid-19	notused
1	1314308483735527432	A0	O0	Covid-19	notused
0	1278564979428466688	A0	N0	Covid-19	notused
0	1297906801115934720	A++	N++	Covid-19	notused
0	1312802845914206210	A0	N0	Covid-19	notused
0	1285532952911163392	A0	N0	Covid-19	notused
0	1322268570575724544	A++	N++	Covid-19	notused
0	1298732303871627269	A0	N0	Covid-19	notused
1	1286392368447606789	A0	O0	Covid-19	notused
1	1262373143764701184	A0	O0	Covid-19	notused
0	1275514133853515777	A++	N++	Covid-19	notused
0	1268831045887168512	A+	N+	Covid-19	notused
1	1245146352243429378	A0	O0	Covid-19	notused
0	1250856037504241664	A++	N++	Covid-19	notused
0	1320804412088971264	A++	N++	Covid-19	notused
0	1271551830485434368	A++	N++	Covid-19	notused
0	1287753230429159424	A+	N+	Covid-19	notused
1	1299978802676805633	A0	O0	Covid-19	notused
0	1255891228794793985	A++	N++	Covid-19	notused
1	1312927816535535616	A0	O0	Covid-19	notused
0	1283617641576509440	A+	N+	Covid-19	notused
0	1242578015911129090	A++	N++	Covid-19	notused
0	1312214389546577922	A0	N0	Covid-19	notused
0	1254102248986116096	A++	N++	Covid-19	notused
0	1321477333195218949	A0	N0	Covid-19	notused
0	1255698345563246596	A0	N0	Covid-19	notused
1	1246919021838155781	A0	O0	Covid-19	notused
0	1308163402515316736	A++	N++	Covid-19	notused
1	1237184901209714688	A+	O+	Covid-19	notused
1	1281966189196050435	A0	O0	Covid-19	notused
0	1259614352686018561	A0	N0	Covid-19	notused
0	1235925166556921863	A0	N0	Covid-19	notused
0	1309271576706154496	A++	N++	Covid-19	notused
0	1233401407899918338	A+	N+	Covid-19	notused
0	1266925064676618240	A+	N+	Covid-19	notused
0	1287145011881160707	A0	N0	Covid-19	notused
0	1268089254648983552	A0	N0	Covid-19	notused
0	1301612205805314048	A+	N+	Covid-19	notused
0	1264933225861914624	A+	N+	Covid-19	notused
0	1245825192275767297	A0	N0	Covid-19	notused
0	1322022757949870081	A0	N0	Covid-19	notused
1	1279029253284265984	A0	O0	Covid-19	notused
0	1313954271407280138	A0	N0	Covid-19	notused
0	1233551669344055296	A0	N0	Covid-19	notused
0	1287766764022112260	A++	N++	Covid-19	notused
0	1275171224931446790	A++	N++	Covid-19	notused
0	1289120425532747776	A+	N+	Covid-19	notused
1	1303204479559512070	A0	O0	Covid-19	notused
0	1249657586359717888	A++	N++	Covid-19	notused
0	1250586523650703363	A++	N++	Covid-19	notused
1	1276697775749640194	A+	O+	Covid-19	notused
0	1244002787668553728	A+	N+	Covid-19	notused
0	1299958797167853568	A+	N+	Covid-19	notused
1	1279495371207716865	A++	O++	Covid-19	notused
0	1254352371616043008	A++	N++	Covid-19	notused
0	1307676526322872326	A++	N++	Covid-19	notused
0	1313525566461693956	A+	N+	Covid-19	notused
0	1293216032392347648	A0	N0	Covid-19	notused
0	1246068096915271680	A++	N++	Covid-19	notused
0	1295216035226882050	A0	N0	Covid-19	notused
0	1315609918997757953	A++	N++	Covid-19	notused
0	1265041568727216131	A+	N+	Covid-19	notused
1	1295815388689600512	A++	O++	Covid-19	notused
1	1293502684222427137	A+	O+	Covid-19	notused
0	1254506928832733190	A++	N++	Covid-19	notused
1	1291502743929139210	A0	O0	Covid-19	notused
1	1270443159743459328	A++	O++	Covid-19	notused
1	1281799032613019648	A+	O+	Covid-19	notused
0	1235022599505113088	A++	N++	Covid-19	notused
1	1300243155195920385	A0	O0	Covid-19	notused
0	1253104574380093442	A0	N0	Covid-19	notused
1	1235424654073815043	A+	O+	Covid-19	notused
0	1296520386675441666	A++	N++	Covid-19	notused
1	1293013604573368321	A0	O0	Covid-19	notused
1	1312181300011266048	A++	O++	Covid-19	notused
1	1282206412093841409	A+	O+	Covid-19	notused
0	1307818518658809858	A0	N0	Covid-19	notused
0	1298772053970034690	A++	N++	Covid-19	notused
0	1261954521384787969	A0	N0	Covid-19	notused
1	1262328534606938114	A0	O0	Covid-19	notused
1	1267115313658724356	A0	O0	Covid-19	notused
0	1312754956403908622	A++	N++	Covid-19	notused
0	1260053766130356225	A+	N+	Covid-19	notused
0	1255872290262155266	A+	N+	Covid-19	notused
0	1253554195267031040	A++	N++	Covid-19	notused
0	1265488006053535745	A+	N+	Covid-19	notused
0	1266093738645843968	A++	N++	Covid-19	notused
0	1267924167476809730	A0	N0	Covid-19	notused
0	1247237889135542272	A+	N+	Covid-19	notused
1	1242804865404940288	A0	O0	Covid-19	notused
0	1256423598538936320	A++	N++	Covid-19	notused
0	1259177704252940289	A+	N+	Covid-19	notused
0	1317263775700033537	A++	N++	Covid-19	notused
1	1277359613872967681	A+	O+	Covid-19	notused
1	1322009502518972416	A++	O++	Covid-19	notused
0	1325553584675704839	A++	N++	Covid-19	notused
1	1235796843621163009	A++	O++	Covid-19	notused
0	1243168658295267329	A++	N++	Covid-19	notused
0	1261624288857206785	A++	N++	Covid-19	notused
0	1283748931780976640	A++	N++	Covid-19	notused
0	1325298294281670656	A++	N++	Covid-19	notused
0	1249148095797039104	A++	N++	Covid-19	notused
0	1242532386082041857	A++	N++	Covid-19	notused
0	1298149532916518912	A0	N0	Covid-19	notused
1	1248967656935325698	A+	O+	Covid-19	notused
0	1257076546440884225	A++	N++	Covid-19	notused
0	1291926995224363009	A++	N++	Covid-19	notused
0	1305231250311933952	A++	N++	Covid-19	notused
0	1292628658415337472	A0	N0	Covid-19	notused
0	1292168322369441793	A0	N0	Covid-19	notused
1	1267907397298896896	A+	O+	Covid-19	notused
0	1290441299343159302	A0	N0	Covid-19	notused
0	1281796555197087746	A++	N++	Covid-19	notused
0	1284722389910085640	A+	N+	Covid-19	notused
0	1311888511126179841	A0	N0	Covid-19	notused
0	1311826870879449089	A0	N0	Covid-19	notused
1	1290830992794619937	A++	O++	Covid-19	notused
1	1318396233765978113	A++	O++	Covid-19	notused
0	1267391111078850562	A++	N++	Covid-19	notused
1	1250963705946238976	A0	O0	Covid-19	notused
0	1317142043471323136	A++	N++	Covid-19	notused
1	1307795347209682950	A0	O0	Covid-19	notused
1	1250474540699975680	A0	O0	Covid-19	notused
0	1254300662357262336	A++	N++	Covid-19	notused
1	1258555471167807488	A++	O++	Covid-19	notused
0	1235710935165284353	A0	N0	Covid-19	notused
0	1258869314028888065	A+	N+	Covid-19	notused
0	1285521560212770821	A0	N0	Covid-19	notused
0	1283116179318468609	A+	N+	Covid-19	notused
0	1283465396729843713	A+	N+	Covid-19	notused
1	1322651204355313664	A+	O+	Covid-19	notused
0	1318069390122700801	A0	N0	Covid-19	notused
0	1313253401510268932	A++	N++	Covid-19	notused
1	1249090944873496580	A+	O+	Covid-19	notused
0	1315852553314156544	A+	N+	Covid-19	notused
1	1254582555824672773	A+	O+	Covid-19	notused
0	1241836740228366338	A+	N+	Covid-19	notused
0	1314989076571856896	A+	N+	Covid-19	notused
1	1323321575194660865	A0	O0	Covid-19	notused
0	1321298907897450496	A+	N+	Covid-19	notused
0	1248078087847378944	A++	N++	Covid-19	notused
1	1296904567213510657	A+	O+	Covid-19	notused
0	1324469542081318912	A++	N++	Covid-19	notused
0	1254892128175419392	A0	N0	Covid-19	notused
1	1234652579809894402	A++	O++	Covid-19	notused
1	1276878900199673856	A0	O0	Covid-19	notused
0	1240491459641516032	A++	N++	Covid-19	notused
0	1281767525844496385	A+	N+	Covid-19	notused
1	1264982055395328002	A+	O+	Covid-19	notused
1	1297879894664380416	A+	O+	Covid-19	notused
0	1258169126297595906	A0	N0	Covid-19	notused
0	1242428430416740354	A++	N++	Covid-19	notused
1	1243169975193538560	A0	O0	Covid-19	notused
0	1258458541947588616	A++	N++	Covid-19	notused
0	1304590964560977920	A++	N++	Covid-19	notused
1	1279607619674611713	A0	O0	Covid-19	notused
0	1311906921624948737	A0	N0	Covid-19	notused
0	1320053647657586688	A++	N++	Covid-19	notused
0	1324423569376423939	A++	N++	Covid-19	notused
1	1247198088394977281	A0	O0	Covid-19	notused
0	1288339431112372224	A+	N+	Covid-19	notused
0	1265893302424924160	A+	N+	Covid-19	notused
0	1278605424384593921	A0	N0	Covid-19	notused
0	1292336184165912576	A0	N0	Covid-19	notused
0	1240113388879044612	A++	N++	Covid-19	notused
0	1254985253938233344	A++	N++	Covid-19	notused
0	1242732069765201920	A0	N0	Covid-19	notused
1	1295056459768700930	A+	O+	Covid-19	notused
0	1264430214882512896	A+	N+	Covid-19	notused
0	1267833037657526272	A++	N++	Covid-19	notused
0	1301038710784495618	A+	N+	Covid-19	notused
0	1301243638333272064	A++	N++	Covid-19	notused
0	1234794195799465985	A++	N++	Covid-19	notused
1	1316598784365748225	A++	O++	Covid-19	notused
0	1256477403829997568	A+	N+	Covid-19	notused
0	1257249648512655360	A+	N+	Covid-19	notused
1	1228383819453140993	A0	O0	Covid-19	notused
0	1253459806460932098	A0	N0	Covid-19	notused
0	1292794501065584640	A++	N++	Covid-19	notused
0	1242451302090588160	A++	N++	Covid-19	notused
0	1280828253117259776	A++	N++	Covid-19	notused
0	1281712899296235527	A++	N++	Covid-19	notused
1	1232392229567762438	A+	O+	Covid-19	notused
0	1259508761162649600	A0	N0	Covid-19	notused
0	1257425790674796545	A0	N0	Covid-19	notused
1	1268018254087434241	A0	O0	Covid-19	notused
0	1232395909608067072	A0	N0	Covid-19	notused
0	1273883010908262401	A++	N++	Covid-19	notused
0	1232875493482889216	A++	N++	Covid-19	notused
0	1309553011098898433	A0	N0	Covid-19	notused
0	1296396011129188352	A0	N0	Covid-19	notused
0	1291094407140253697	A0	N0	Covid-19	notused
1	1279847959601967104	A0	O0	Covid-19	notused
1	1308051409770741760	A0	O0	Covid-19	notused
1	1272728124929773569	A++	O++	Covid-19	notused
0	1235386642644561921	A++	N++	Covid-19	notused
0	1242539126533926912	A+	N+	Covid-19	notused
0	1273743900759543808	A++	N++	Covid-19	notused
1	1313565612422180864	A+	O+	Covid-19	notused
0	1313253699423285248	A0	N0	Covid-19	notused
1	1298284333850075138	A+	O+	Covid-19	notused
0	1272735840649859079	A0	N0	Covid-19	notused
0	1298629799993171969	A0	N0	Covid-19	notused
1	1255671976187830274	A+	O+	Covid-19	notused
0	1304937526176645120	A+	N+	Covid-19	notused
0	1301651764530286595	A++	N++	Covid-19	notused
0	1257754435297652737	A0	N0	Covid-19	notused
0	1323805624854056960	A0	N0	Covid-19	notused
1	1280574224835510272	A+	O+	Covid-19	notused
0	1306441058415337473	A0	N0	Covid-19	notused
1	1300086643341361156	A+	O+	Covid-19	notused
0	1238512112395313157	A++	N++	Covid-19	notused
0	1268972108509597696	A++	N++	Covid-19	notused
1	1268902820545286144	A0	O0	Covid-19	notused
0	1294318206107222017	A0	N0	Covid-19	notused
0	1322577127494004737	A+	N+	Covid-19	notused
0	1232139810573365248	A++	N++	Covid-19	notused
0	1255955874536882184	A++	N++	Covid-19	notused
1	1245080799868866561	A++	O++	Covid-19	notused
0	1265711261062324225	A+	N+	Covid-19	notused
0	1260394468479578114	A++	N++	Covid-19	notused
0	1240830207956828160	A++	N++	Covid-19	notused
0	1303627841171525633	A++	N++	Covid-19	notused
1	1260196577253027845	A++	O++	Covid-19	notused
0	1275611018455064577	A+	N+	Covid-19	notused
0	1323634447351222273	A++	N++	Covid-19	notused
1	1288068215516602368	A+	O+	Covid-19	notused
0	1299751704544579585	A0	N0	Covid-19	notused
1	1321930927581417480	A+	O+	Covid-19	notused
0	1234620234360901633	A++	N++	Covid-19	notused
0	1295607775356231680	A0	N0	Covid-19	notused
0	1236377117417287680	A++	N++	Covid-19	notused
0	1319831072859770881	A0	N0	Covid-19	notused
0	1314234464051105794	A++	N++	Covid-19	notused
0	1285441272845529088	A++	N++	Covid-19	notused
0	1324793078364938247	A++	N++	Covid-19	notused
0	1319793901281054720	A++	N++	Covid-19	notused
0	1311114096289472514	A+	N+	Covid-19	notused
0	1257447261392470017	A++	N++	Covid-19	notused
0	1256601660283125761	A++	N++	Covid-19	notused
1	1305571110210199558	A+	O+	Covid-19	notused
0	1252784297213296641	A++	N++	Covid-19	notused
0	1280090447852027904	A0	N0	Covid-19	notused
1	1316075421503352832	A+	O+	Covid-19	notused
0	1232560852420743168	A++	N++	Covid-19	notused
0	1268964228377055233	A++	N++	Covid-19	notused
1	1260720664652271617	A+	O+	Covid-19	notused
1	1294946781365772288	A+	O+	Covid-19	notused
1	1314890724266192898	A0	O0	Covid-19	notused
1	1321674771508142080	A0	O0	Covid-19	notused
0	1318685936411168768	A++	N++	Covid-19	notused
0	1234740713226526720	A++	N++	Covid-19	notused
1	1276161946740494341	A+	O+	Covid-19	notused
0	1250991300595286017	A+	N+	Covid-19	notused
0	1277648006637072384	A++	N++	Covid-19	notused
1	1303603445585321989	A+	O+	Covid-19	notused
0	1313555850376761345	A+	N+	Covid-19	notused
1	1264185980958969857	A++	O++	Covid-19	notused
1	1277439386712449024	A+	O+	Covid-19	notused
0	1244024157823815680	A+	N+	Covid-19	notused
0	1280610347183943681	A++	N++	Covid-19	notused
1	1235019880761561090	A0	O0	Covid-19	notused
1	1324106306236506113	A0	O0	Covid-19	notused
1	1266583285393575937	A+	O+	Covid-19	notused
0	1273628778397384704	A++	N++	Covid-19	notused
1	1319808374398013441	A++	O++	Covid-19	notused
1	1222292995313000449	A+	O+	Covid-19	notused
0	1262489527421038592	A++	N++	Covid-19	notused
0	1278928592475320321	A++	N++	Covid-19	notused
0	1257681303316631552	A+	N+	Covid-19	notused
1	1299539128418267136	A0	O0	Covid-19	notused
0	1279209373219409921	A+	N+	Covid-19	notused
0	1306544594373541890	A++	N++	Covid-19	notused
0	1264936348483555328	A++	N++	Covid-19	notused
1	1292826411309334528	A+	O+	Covid-19	notused
0	1261120138419539973	A0	N0	Covid-19	notused
0	1247894205042544650	A0	N0	Covid-19	notused
0	1235575570903093249	A+	N+	Covid-19	notused
0	1320766505081077760	A++	N++	Covid-19	notused
1	1275985425870598152	A+	O+	Covid-19	notused
0	1299187452897374208	A++	N++	Covid-19	notused
0	1303267016980271105	A++	N++	Covid-19	notused
0	1236962918308052992	A+	N+	Covid-19	notused
0	1252751805299245056	A0	N0	Covid-19	notused
1	1243010918981734405	A0	O0	Covid-19	notused
0	1286393544869965824	A0	N0	Covid-19	notused
0	1260729517330403333	A++	N++	Covid-19	notused
0	1301695820312580097	A++	N++	Covid-19	notused
0	1316804418319380480	A++	N++	Covid-19	notused
1	1262373571789156352	A0	O0	Covid-19	notused
1	1258138797247655936	A+	O+	Covid-19	notused
0	1249331999518666758	A0	N0	Covid-19	notused
1	1284845227166044161	A++	O++	Covid-19	notused
0	1320394662377607168	A+	N+	Covid-19	notused
0	1322608453886640129	A++	N++	Covid-19	notused
0	1293020631240519680	A++	N++	Covid-19	notused
1	1309571103384317952	A0	O0	Covid-19	notused
0	1321624861891088384	A+	N+	Covid-19	notused
1	1291182853590593536	A0	O0	Covid-19	notused
1	1235807346284261381	A0	O0	Covid-19	notused
1	1276341004191268870	A0	O0	Covid-19	notused
0	1256395661278412807	A++	N++	Covid-19	notused
1	1312885205540241414	A0	O0	Covid-19	notused
0	1277692764977848321	A++	N++	Covid-19	notused
0	1290650105209651202	A0	N0	Covid-19	notused
0	1324721550113693697	A++	N++	Covid-19	notused
0	1314588680707768321	A+	N+	Covid-19	notused
0	1304505505109467138	A+	N+	Covid-19	notused
0	1271576225392271361	A++	N++	Covid-19	notused
1	1285709138786492421	A+	O+	Covid-19	notused
0	1265562060034838529	A++	N++	Covid-19	notused
1	1306862559102988288	A++	O++	Covid-19	notused
